PayrollPaymentID,PayrollRegisterID,PaymentDate,PaymentMethod,ReferenceNumber,ClearedDate,RecordedByEmployeeID
7084,7084,2026-07-31,Direct Deposit,PRPAY-2026-007084,2026-08-03,5
7085,7085,2026-07-31,Direct Deposit,PRPAY-2026-007085,2026-08-03,5
7086,7086,2026-07-31,ACH,PRPAY-2026-007086,2026-08-03,5
7087,7087,2026-07-31,Direct Deposit,PRPAY-2026-007087,2026-08-03,5
7088,7088,2026-07-31,ACH,PRPAY-2026-007088,2026-08-03,5
7089,7089,2026-07-31,Direct Deposit,PRPAY-2026-007089,2026-08-03,5
7090,7090,2026-07-31,Direct Deposit,PRPAY-2026-007090,2026-08-03,5
7091,7091,2026-07-31,Direct Deposit,PRPAY-2026-007091,2026-08-03,5
7092,7092,2026-07-31,ACH,PRPAY-2026-007092,2026-08-03,5
7093,7093,2026-07-31,Direct Deposit,PRPAY-2026-007093,2026-08-03,5
7094,7094,2026-07-31,Direct Deposit,PRPAY-2026-007094,2026-08-03,5
7095,7095,2026-07-31,ACH,PRPAY-2026-007095,2026-08-03,5
7096,7096,2026-07-31,ACH,PRPAY-2026-007096,2026-08-03,5
7097,7097,2026-07-31,ACH,PRPAY-2026-007097,2026-08-03,5
7098,7098,2026-07-31,Direct Deposit,PRPAY-2026-007098,2026-08-03,5
7099,7099,2026-07-31,Direct Deposit,PRPAY-2026-007099,2026-08-03,5
7100,7100,2026-07-31,ACH,PRPAY-2026-007100,2026-08-03,5
7101,7101,2026-07-31,ACH,PRPAY-2026-007101,2026-08-03,5
7102,7102,2026-07-31,ACH,PRPAY-2026-007102,2026-08-03,5
7103,7103,2026-07-31,ACH,PRPAY-2026-007103,2026-08-03,5
7104,7104,2026-07-31,ACH,PRPAY-2026-007104,2026-08-03,5
7105,7105,2026-07-31,ACH,PRPAY-2026-007105,2026-08-03,5
7106,7106,2026-07-31,Direct Deposit,PRPAY-2026-007106,2026-08-03,5
7107,7107,2026-07-31,Direct Deposit,PRPAY-2026-007107,2026-08-03,5
7108,7108,2026-07-31,Direct Deposit,PRPAY-2026-007108,2026-08-03,5
7109,7109,2026-07-31,Direct Deposit,PRPAY-2026-007109,2026-08-03,5
7110,7110,2026-07-31,Direct Deposit,PRPAY-2026-007110,2026-08-03,5
7111,7111,2026-07-31,Direct Deposit,PRPAY-2026-007111,2026-08-03,5
7112,7112,2026-07-31,ACH,PRPAY-2026-007112,2026-08-03,5
7113,7113,2026-07-31,ACH,PRPAY-2026-007113,2026-08-03,5
7114,7114,2026-07-31,Direct Deposit,PRPAY-2026-007114,2026-08-03,5
7115,7115,2026-07-31,Direct Deposit,PRPAY-2026-007115,2026-08-03,5
7116,7116,2026-07-31,ACH,PRPAY-2026-007116,2026-08-03,5
7117,7117,2026-07-31,Direct Deposit,PRPAY-2026-007117,2026-08-03,5
7118,7118,2026-07-31,ACH,PRPAY-2026-007118,2026-08-03,5
7119,7119,2026-07-31,Direct Deposit,PRPAY-2026-007119,2026-08-03,5
7120,7120,2026-07-31,ACH,PRPAY-2026-007120,2026-08-03,5
7121,7121,2026-07-31,Direct Deposit,PRPAY-2026-007121,2026-08-03,5
7122,7122,2026-07-31,Direct Deposit,PRPAY-2026-007122,2026-08-03,5
7123,7123,2026-07-31,ACH,PRPAY-2026-007123,2026-08-03,5
7124,7124,2026-07-31,Direct Deposit,PRPAY-2026-007124,2026-08-03,5
7125,7125,2026-07-31,Direct Deposit,PRPAY-2026-007125,2026-08-03,5
7126,7126,2026-07-31,ACH,PRPAY-2026-007126,2026-08-03,5
7127,7127,2026-07-31,ACH,PRPAY-2026-007127,2026-08-03,5
7128,7128,2026-08-14,ACH,PRPAY-2026-007128,2026-08-17,5
7129,7129,2026-08-14,Direct Deposit,PRPAY-2026-007129,2026-08-17,5
7130,7130,2026-08-14,ACH,PRPAY-2026-007130,2026-08-17,5
7131,7131,2026-08-14,ACH,PRPAY-2026-007131,2026-08-17,5
7132,7132,2026-08-14,Direct Deposit,PRPAY-2026-007132,2026-08-17,5
7133,7133,2026-08-14,ACH,PRPAY-2026-007133,2026-08-17,5
7134,7134,2026-08-14,Direct Deposit,PRPAY-2026-007134,2026-08-17,5
7135,7135,2026-08-14,ACH,PRPAY-2026-007135,2026-08-17,5
7136,7136,2026-08-14,Direct Deposit,PRPAY-2026-007136,2026-08-17,5
7137,7137,2026-08-14,ACH,PRPAY-2026-007137,2026-08-17,5
7138,7138,2026-08-14,Direct Deposit,PRPAY-2026-007138,2026-08-17,5
7139,7139,2026-08-14,Direct Deposit,PRPAY-2026-007139,2026-08-17,5
7140,7140,2026-08-14,Direct Deposit,PRPAY-2026-007140,2026-08-17,5
7141,7141,2026-08-14,ACH,PRPAY-2026-007141,2026-08-17,5
7142,7142,2026-08-14,Direct Deposit,PRPAY-2026-007142,2026-08-17,5
7143,7143,2026-08-14,ACH,PRPAY-2026-007143,2026-08-17,5
7144,7144,2026-08-14,ACH,PRPAY-2026-007144,2026-08-17,5
7145,7145,2026-08-14,ACH,PRPAY-2026-007145,2026-08-17,5
7146,7146,2026-08-14,ACH,PRPAY-2026-007146,2026-08-17,5
7147,7147,2026-08-14,ACH,PRPAY-2026-007147,2026-08-17,5
7148,7148,2026-08-14,ACH,PRPAY-2026-007148,2026-08-17,5
7149,7149,2026-08-14,Direct Deposit,PRPAY-2026-007149,2026-08-17,5
7150,7150,2026-08-14,ACH,PRPAY-2026-007150,2026-08-17,5
7151,7151,2026-08-14,Direct Deposit,PRPAY-2026-007151,2026-08-17,5
7152,7152,2026-08-14,Direct Deposit,PRPAY-2026-007152,2026-08-17,5
7153,7153,2026-08-14,Direct Deposit,PRPAY-2026-007153,2026-08-17,5
7154,7154,2026-08-14,Direct Deposit,PRPAY-2026-007154,2026-08-17,5
7155,7155,2026-08-14,ACH,PRPAY-2026-007155,2026-08-17,5
7156,7156,2026-08-14,ACH,PRPAY-2026-007156,2026-08-17,5
7157,7157,2026-08-14,ACH,PRPAY-2026-007157,2026-08-17,5
7158,7158,2026-08-14,Direct Deposit,PRPAY-2026-007158,2026-08-17,5
7159,7159,2026-08-14,ACH,PRPAY-2026-007159,2026-08-17,5
7160,7160,2026-08-14,Direct Deposit,PRPAY-2026-007160,2026-08-17,5
7161,7161,2026-08-14,ACH,PRPAY-2026-007161,2026-08-17,5
7162,7162,2026-08-14,ACH,PRPAY-2026-007162,2026-08-17,5
7163,7163,2026-08-14,ACH,PRPAY-2026-007163,2026-08-17,5
7164,7164,2026-08-14,Direct Deposit,PRPAY-2026-007164,2026-08-17,5
7165,7165,2026-08-14,ACH,PRPAY-2026-007165,2026-08-17,5
7166,7166,2026-08-14,Direct Deposit,PRPAY-2026-007166,2026-08-17,5
7167,7167,2026-08-14,ACH,PRPAY-2026-007167,2026-08-17,5
7168,7168,2026-08-14,ACH,PRPAY-2026-007168,2026-08-17,5
7169,7169,2026-08-14,Direct Deposit,PRPAY-2026-007169,2026-08-17,5
7170,7170,2026-08-14,ACH,PRPAY-2026-007170,2026-08-17,5
7171,7171,2026-08-14,ACH,PRPAY-2026-007171,2026-08-17,5
7172,7172,2026-08-14,ACH,PRPAY-2026-007172,2026-08-17,5
7173,7173,2026-08-14,ACH,PRPAY-2026-007173,2026-08-17,5
7174,7174,2026-08-14,ACH,PRPAY-2026-007174,2026-08-17,5
7175,7175,2026-08-14,ACH,PRPAY-2026-007175,2026-08-17,5
7176,7176,2026-08-14,ACH,PRPAY-2026-007176,2026-08-17,5
7177,7177,2026-08-14,Direct Deposit,PRPAY-2026-007177,2026-08-17,5
7178,7178,2026-08-14,Direct Deposit,PRPAY-2026-007178,2026-08-17,5
7179,7179,2026-08-14,Direct Deposit,PRPAY-2026-007179,2026-08-17,5
7180,7180,2026-08-14,Direct Deposit,PRPAY-2026-007180,2026-08-17,5
7181,7181,2026-08-14,Direct Deposit,PRPAY-2026-007181,2026-08-17,5
7182,7182,2026-08-14,Direct Deposit,PRPAY-2026-007182,2026-08-17,5
7183,7183,2026-08-14,ACH,PRPAY-2026-007183,2026-08-17,5
7184,7184,2026-08-14,ACH,PRPAY-2026-007184,2026-08-17,5
7185,7185,2026-08-14,ACH,PRPAY-2026-007185,2026-08-17,5
7186,7186,2026-08-14,Direct Deposit,PRPAY-2026-007186,2026-08-17,5
7187,7187,2026-08-14,ACH,PRPAY-2026-007187,2026-08-17,5
7188,7188,2026-08-14,Direct Deposit,PRPAY-2026-007188,2026-08-17,5
7189,7189,2026-08-14,ACH,PRPAY-2026-007189,2026-08-17,5
7190,7190,2026-08-14,ACH,PRPAY-2026-007190,2026-08-17,5
7191,7191,2026-08-14,ACH,PRPAY-2026-007191,2026-08-17,5
7192,7192,2026-08-14,ACH,PRPAY-2026-007192,2026-08-17,5
7193,7193,2026-08-14,ACH,PRPAY-2026-007193,2026-08-17,5
7194,7194,2026-08-14,Direct Deposit,PRPAY-2026-007194,2026-08-17,5
7195,7195,2026-08-14,Direct Deposit,PRPAY-2026-007195,2026-08-17,5
7196,7196,2026-08-14,ACH,PRPAY-2026-007196,2026-08-17,5
7197,7197,2026-08-14,Direct Deposit,PRPAY-2026-007197,2026-08-17,5
7198,7198,2026-08-14,Direct Deposit,PRPAY-2026-007198,2026-08-17,5
7199,7199,2026-08-14,Direct Deposit,PRPAY-2026-007199,2026-08-17,5
7200,7200,2026-08-14,ACH,PRPAY-2026-007200,2026-08-17,5
7201,7201,2026-08-14,Direct Deposit,PRPAY-2026-007201,2026-08-17,5
7202,7202,2026-08-14,Direct Deposit,PRPAY-2026-007202,2026-08-17,5
7203,7203,2026-08-14,Direct Deposit,PRPAY-2026-007203,2026-08-17,5
7204,7204,2026-08-14,ACH,PRPAY-2026-007204,2026-08-17,5
7205,7205,2026-08-14,Direct Deposit,PRPAY-2026-007205,2026-08-17,5
7206,7206,2026-08-14,Direct Deposit,PRPAY-2026-007206,2026-08-17,5
7207,7207,2026-08-14,ACH,PRPAY-2026-007207,2026-08-17,5
7208,7208,2026-08-14,Direct Deposit,PRPAY-2026-007208,2026-08-17,5
7209,7209,2026-08-14,Direct Deposit,PRPAY-2026-007209,2026-08-17,5
7210,7210,2026-08-14,Direct Deposit,PRPAY-2026-007210,2026-08-17,5
7211,7211,2026-08-14,ACH,PRPAY-2026-007211,2026-08-17,5
7212,7212,2026-08-14,Direct Deposit,PRPAY-2026-007212,2026-08-17,5
7213,7213,2026-08-14,ACH,PRPAY-2026-007213,2026-08-17,5
7214,7214,2026-08-14,ACH,PRPAY-2026-007214,2026-08-17,5
7215,7215,2026-08-14,Direct Deposit,PRPAY-2026-007215,2026-08-17,5
7216,7216,2026-08-14,Direct Deposit,PRPAY-2026-007216,2026-08-17,5
7217,7217,2026-08-14,ACH,PRPAY-2026-007217,2026-08-17,5
7218,7218,2026-08-14,Direct Deposit,PRPAY-2026-007218,2026-08-17,5
7219,7219,2026-08-14,ACH,PRPAY-2026-007219,2026-08-17,5
7220,7220,2026-08-14,Direct Deposit,PRPAY-2026-007220,2026-08-17,5
7221,7221,2026-08-14,ACH,PRPAY-2026-007221,2026-08-17,5
7222,7222,2026-08-14,Direct Deposit,PRPAY-2026-007222,2026-08-17,5
7223,7223,2026-08-14,Direct Deposit,PRPAY-2026-007223,2026-08-17,5
7224,7224,2026-08-14,Direct Deposit,PRPAY-2026-007224,2026-08-17,5
7225,7225,2026-08-14,ACH,PRPAY-2026-007225,2026-08-17,5
7226,7226,2026-08-14,ACH,PRPAY-2026-007226,2026-08-17,5
7227,7227,2026-08-14,Direct Deposit,PRPAY-2026-007227,2026-08-17,5
7228,7228,2026-08-14,ACH,PRPAY-2026-007228,2026-08-17,5
7229,7229,2026-08-14,ACH,PRPAY-2026-007229,2026-08-17,5
7230,7230,2026-08-14,Direct Deposit,PRPAY-2026-007230,2026-08-17,5
7231,7231,2026-08-14,ACH,PRPAY-2026-007231,2026-08-17,5
7232,7232,2026-08-14,Direct Deposit,PRPAY-2026-007232,2026-08-17,5
7233,7233,2026-08-14,ACH,PRPAY-2026-007233,2026-08-17,5
7234,7234,2026-08-14,Direct Deposit,PRPAY-2026-007234,2026-08-17,5
7235,7235,2026-08-28,ACH,PRPAY-2026-007235,2026-08-31,5
7236,7236,2026-08-28,Direct Deposit,PRPAY-2026-007236,2026-08-31,5
7237,7237,2026-08-28,ACH,PRPAY-2026-007237,2026-08-31,5
7238,7238,2026-08-28,ACH,PRPAY-2026-007238,2026-08-31,5
7239,7239,2026-08-28,Direct Deposit,PRPAY-2026-007239,2026-08-31,5
7240,7240,2026-08-28,Direct Deposit,PRPAY-2026-007240,2026-08-31,5
7241,7241,2026-08-28,Direct Deposit,PRPAY-2026-007241,2026-08-31,5
7242,7242,2026-08-28,ACH,PRPAY-2026-007242,2026-08-31,5
7243,7243,2026-08-28,ACH,PRPAY-2026-007243,2026-08-31,5
7244,7244,2026-08-28,Direct Deposit,PRPAY-2026-007244,2026-08-31,5
7245,7245,2026-08-28,Direct Deposit,PRPAY-2026-007245,2026-08-31,5
7246,7246,2026-08-28,ACH,PRPAY-2026-007246,2026-08-31,5
7247,7247,2026-08-28,Direct Deposit,PRPAY-2026-007247,2026-08-31,5
7248,7248,2026-08-28,ACH,PRPAY-2026-007248,2026-08-31,5
7249,7249,2026-08-28,Direct Deposit,PRPAY-2026-007249,2026-08-31,5
7250,7250,2026-08-28,Direct Deposit,PRPAY-2026-007250,2026-08-31,5
7251,7251,2026-08-28,ACH,PRPAY-2026-007251,2026-08-31,5
7252,7252,2026-08-28,Direct Deposit,PRPAY-2026-007252,2026-08-31,5
7253,7253,2026-08-28,Direct Deposit,PRPAY-2026-007253,2026-08-31,5
7254,7254,2026-08-28,Direct Deposit,PRPAY-2026-007254,2026-08-31,5
7255,7255,2026-08-28,ACH,PRPAY-2026-007255,2026-08-31,5
7256,7256,2026-08-28,ACH,PRPAY-2026-007256,2026-08-31,5
7257,7257,2026-08-28,Direct Deposit,PRPAY-2026-007257,2026-08-31,5
7258,7258,2026-08-28,Direct Deposit,PRPAY-2026-007258,2026-08-31,5
7259,7259,2026-08-28,Direct Deposit,PRPAY-2026-007259,2026-08-31,5
7260,7260,2026-08-28,Direct Deposit,PRPAY-2026-007260,2026-08-31,5
7261,7261,2026-08-28,ACH,PRPAY-2026-007261,2026-08-31,5
7262,7262,2026-08-28,Direct Deposit,PRPAY-2026-007262,2026-08-31,5
7263,7263,2026-08-28,ACH,PRPAY-2026-007263,2026-08-31,5
7264,7264,2026-08-28,ACH,PRPAY-2026-007264,2026-08-31,5
7265,7265,2026-08-28,Direct Deposit,PRPAY-2026-007265,2026-08-31,5
7266,7266,2026-08-28,ACH,PRPAY-2026-007266,2026-08-31,5
7267,7267,2026-08-28,ACH,PRPAY-2026-007267,2026-08-31,5
7268,7268,2026-08-28,ACH,PRPAY-2026-007268,2026-08-31,5
7269,7269,2026-08-28,ACH,PRPAY-2026-007269,2026-08-31,5
7270,7270,2026-08-28,ACH,PRPAY-2026-007270,2026-08-31,5
7271,7271,2026-08-28,Direct Deposit,PRPAY-2026-007271,2026-08-31,5
7272,7272,2026-08-28,Direct Deposit,PRPAY-2026-007272,2026-08-31,5
7273,7273,2026-08-28,ACH,PRPAY-2026-007273,2026-08-31,5
7274,7274,2026-08-28,Direct Deposit,PRPAY-2026-007274,2026-08-31,5
7275,7275,2026-08-28,Direct Deposit,PRPAY-2026-007275,2026-08-31,5
7276,7276,2026-08-28,ACH,PRPAY-2026-007276,2026-08-31,5
7277,7277,2026-08-28,ACH,PRPAY-2026-007277,2026-08-31,5
7278,7278,2026-08-28,ACH,PRPAY-2026-007278,2026-08-31,5
7279,7279,2026-08-28,Direct Deposit,PRPAY-2026-007279,2026-08-31,5
7280,7280,2026-08-28,ACH,PRPAY-2026-007280,2026-08-31,5
7281,7281,2026-08-28,ACH,PRPAY-2026-007281,2026-08-31,5
7282,7282,2026-08-28,Direct Deposit,PRPAY-2026-007282,2026-08-31,5
7283,7283,2026-08-28,Direct Deposit,PRPAY-2026-007283,2026-08-31,5
7284,7284,2026-08-28,Direct Deposit,PRPAY-2026-007284,2026-08-31,5
7285,7285,2026-08-28,ACH,PRPAY-2026-007285,2026-08-31,5
7286,7286,2026-08-28,ACH,PRPAY-2026-007286,2026-08-31,5
7287,7287,2026-08-28,ACH,PRPAY-2026-007287,2026-08-31,5
7288,7288,2026-08-28,Direct Deposit,PRPAY-2026-007288,2026-08-31,5
7289,7289,2026-08-28,ACH,PRPAY-2026-007289,2026-08-31,5
7290,7290,2026-08-28,ACH,PRPAY-2026-007290,2026-08-31,5
7291,7291,2026-08-28,ACH,PRPAY-2026-007291,2026-08-31,5
7292,7292,2026-08-28,ACH,PRPAY-2026-007292,2026-08-31,5
7293,7293,2026-08-28,Direct Deposit,PRPAY-2026-007293,2026-08-31,5
7294,7294,2026-08-28,ACH,PRPAY-2026-007294,2026-08-31,5
7295,7295,2026-08-28,Direct Deposit,PRPAY-2026-007295,2026-08-31,5
7296,7296,2026-08-28,Direct Deposit,PRPAY-2026-007296,2026-08-31,5
7297,7297,2026-08-28,Direct Deposit,PRPAY-2026-007297,2026-08-31,5
7298,7298,2026-08-28,ACH,PRPAY-2026-007298,2026-08-31,5
7299,7299,2026-08-28,ACH,PRPAY-2026-007299,2026-08-31,5
7300,7300,2026-08-28,ACH,PRPAY-2026-007300,2026-08-31,5
7301,7301,2026-08-28,Direct Deposit,PRPAY-2026-007301,2026-08-31,5
7302,7302,2026-08-28,ACH,PRPAY-2026-007302,2026-08-31,5
7303,7303,2026-08-28,ACH,PRPAY-2026-007303,2026-08-31,5
7304,7304,2026-08-28,Direct Deposit,PRPAY-2026-007304,2026-08-31,5
7305,7305,2026-08-28,ACH,PRPAY-2026-007305,2026-08-31,5
7306,7306,2026-08-28,Direct Deposit,PRPAY-2026-007306,2026-08-31,5
7307,7307,2026-08-28,Direct Deposit,PRPAY-2026-007307,2026-08-31,5
7308,7308,2026-08-28,Direct Deposit,PRPAY-2026-007308,2026-08-31,5
7309,7309,2026-08-28,Direct Deposit,PRPAY-2026-007309,2026-08-31,5
7310,7310,2026-08-28,ACH,PRPAY-2026-007310,2026-08-31,5
7311,7311,2026-08-28,ACH,PRPAY-2026-007311,2026-08-31,5
7312,7312,2026-08-28,ACH,PRPAY-2026-007312,2026-08-31,5
7313,7313,2026-08-28,Direct Deposit,PRPAY-2026-007313,2026-08-31,5
7314,7314,2026-08-28,Direct Deposit,PRPAY-2026-007314,2026-08-31,5
7315,7315,2026-08-28,ACH,PRPAY-2026-007315,2026-08-31,5
7316,7316,2026-08-28,ACH,PRPAY-2026-007316,2026-08-31,5
7317,7317,2026-08-28,Direct Deposit,PRPAY-2026-007317,2026-08-31,5
7318,7318,2026-08-28,ACH,PRPAY-2026-007318,2026-08-31,5
7319,7319,2026-08-28,Direct Deposit,PRPAY-2026-007319,2026-08-31,5
7320,7320,2026-08-28,Direct Deposit,PRPAY-2026-007320,2026-08-31,5
7321,7321,2026-08-28,ACH,PRPAY-2026-007321,2026-08-31,5
7322,7322,2026-08-28,ACH,PRPAY-2026-007322,2026-08-31,5
7323,7323,2026-08-28,ACH,PRPAY-2026-007323,2026-08-31,5
7324,7324,2026-08-28,ACH,PRPAY-2026-007324,2026-08-31,5
7325,7325,2026-08-28,Direct Deposit,PRPAY-2026-007325,2026-08-31,5
7326,7326,2026-08-28,ACH,PRPAY-2026-007326,2026-08-31,5
7327,7327,2026-08-28,ACH,PRPAY-2026-007327,2026-08-31,5
7328,7328,2026-08-28,ACH,PRPAY-2026-007328,2026-08-31,5
7329,7329,2026-08-28,Direct Deposit,PRPAY-2026-007329,2026-08-31,5
7330,7330,2026-08-28,ACH,PRPAY-2026-007330,2026-08-31,5
7331,7331,2026-08-28,Direct Deposit,PRPAY-2026-007331,2026-08-31,5
7332,7332,2026-08-28,Direct Deposit,PRPAY-2026-007332,2026-08-31,5
7333,7333,2026-08-28,Direct Deposit,PRPAY-2026-007333,2026-08-31,5
7334,7334,2026-08-28,Direct Deposit,PRPAY-2026-007334,2026-08-31,5
7335,7335,2026-08-28,ACH,PRPAY-2026-007335,2026-08-31,5
7336,7336,2026-08-28,ACH,PRPAY-2026-007336,2026-08-31,5
7337,7337,2026-08-28,Direct Deposit,PRPAY-2026-007337,2026-08-31,5
7338,7338,2026-08-28,Direct Deposit,PRPAY-2026-007338,2026-08-31,5
7339,7339,2026-08-28,ACH,PRPAY-2026-007339,2026-08-31,5
7340,7340,2026-08-28,ACH,PRPAY-2026-007340,2026-08-31,5
7341,7341,2026-08-28,ACH,PRPAY-2026-007341,2026-08-31,5
7342,7342,2026-09-11,ACH,PRPAY-2026-007342,2026-09-14,5
7343,7343,2026-09-11,ACH,PRPAY-2026-007343,2026-09-14,5
7344,7344,2026-09-11,ACH,PRPAY-2026-007344,2026-09-14,5
7345,7345,2026-09-11,Direct Deposit,PRPAY-2026-007345,2026-09-14,5
7346,7346,2026-09-11,ACH,PRPAY-2026-007346,2026-09-14,5
7347,7347,2026-09-11,Direct Deposit,PRPAY-2026-007347,2026-09-14,5
7348,7348,2026-09-11,Direct Deposit,PRPAY-2026-007348,2026-09-14,5
7349,7349,2026-09-11,Direct Deposit,PRPAY-2026-007349,2026-09-14,5
7350,7350,2026-09-11,ACH,PRPAY-2026-007350,2026-09-14,5
7351,7351,2026-09-11,ACH,PRPAY-2026-007351,2026-09-14,5
7352,7352,2026-09-11,Direct Deposit,PRPAY-2026-007352,2026-09-14,5
7353,7353,2026-09-11,Direct Deposit,PRPAY-2026-007353,2026-09-14,5
7354,7354,2026-09-11,ACH,PRPAY-2026-007354,2026-09-14,5
7355,7355,2026-09-11,ACH,PRPAY-2026-007355,2026-09-14,5
7356,7356,2026-09-11,Direct Deposit,PRPAY-2026-007356,2026-09-14,5
7357,7357,2026-09-11,ACH,PRPAY-2026-007357,2026-09-14,5
7358,7358,2026-09-11,ACH,PRPAY-2026-007358,2026-09-14,5
7359,7359,2026-09-11,Direct Deposit,PRPAY-2026-007359,2026-09-14,5
7360,7360,2026-09-11,Direct Deposit,PRPAY-2026-007360,2026-09-14,5
7361,7361,2026-09-11,Direct Deposit,PRPAY-2026-007361,2026-09-14,5
7362,7362,2026-09-11,Direct Deposit,PRPAY-2026-007362,2026-09-14,5
7363,7363,2026-09-11,ACH,PRPAY-2026-007363,2026-09-14,5
7364,7364,2026-09-11,ACH,PRPAY-2026-007364,2026-09-14,5
7365,7365,2026-09-11,Direct Deposit,PRPAY-2026-007365,2026-09-14,5
7366,7366,2026-09-11,ACH,PRPAY-2026-007366,2026-09-14,5
7367,7367,2026-09-11,Direct Deposit,PRPAY-2026-007367,2026-09-14,5
7368,7368,2026-09-11,Direct Deposit,PRPAY-2026-007368,2026-09-14,5
7369,7369,2026-09-11,Direct Deposit,PRPAY-2026-007369,2026-09-14,5
7370,7370,2026-09-11,ACH,PRPAY-2026-007370,2026-09-14,5
7371,7371,2026-09-11,Direct Deposit,PRPAY-2026-007371,2026-09-14,5
7372,7372,2026-09-11,Direct Deposit,PRPAY-2026-007372,2026-09-14,5
7373,7373,2026-09-11,ACH,PRPAY-2026-007373,2026-09-14,5
7374,7374,2026-09-11,Direct Deposit,PRPAY-2026-007374,2026-09-14,5
7375,7375,2026-09-11,ACH,PRPAY-2026-007375,2026-09-14,5
7376,7376,2026-09-11,ACH,PRPAY-2026-007376,2026-09-14,5
7377,7377,2026-09-11,Direct Deposit,PRPAY-2026-007377,2026-09-14,5
7378,7378,2026-09-11,Direct Deposit,PRPAY-2026-007378,2026-09-14,5
7379,7379,2026-09-11,ACH,PRPAY-2026-007379,2026-09-14,5
7380,7380,2026-09-11,Direct Deposit,PRPAY-2026-007380,2026-09-14,5
7381,7381,2026-09-11,ACH,PRPAY-2026-007381,2026-09-14,5
7382,7382,2026-09-11,Direct Deposit,PRPAY-2026-007382,2026-09-14,5
7383,7383,2026-09-11,ACH,PRPAY-2026-007383,2026-09-14,5
7384,7384,2026-09-11,ACH,PRPAY-2026-007384,2026-09-14,5
7385,7385,2026-09-11,Direct Deposit,PRPAY-2026-007385,2026-09-14,5
7386,7386,2026-09-11,Direct Deposit,PRPAY-2026-007386,2026-09-14,5
7387,7387,2026-09-11,ACH,PRPAY-2026-007387,2026-09-14,5
7388,7388,2026-09-11,Direct Deposit,PRPAY-2026-007388,2026-09-14,5
7389,7389,2026-09-11,Direct Deposit,PRPAY-2026-007389,2026-09-14,5
7390,7390,2026-09-11,ACH,PRPAY-2026-007390,2026-09-14,5
7391,7391,2026-09-11,ACH,PRPAY-2026-007391,2026-09-14,5
7392,7392,2026-09-11,ACH,PRPAY-2026-007392,2026-09-14,5
7393,7393,2026-09-11,ACH,PRPAY-2026-007393,2026-09-14,5
7394,7394,2026-09-11,ACH,PRPAY-2026-007394,2026-09-14,5
7395,7395,2026-09-11,ACH,PRPAY-2026-007395,2026-09-14,5
7396,7396,2026-09-11,ACH,PRPAY-2026-007396,2026-09-14,5
7397,7397,2026-09-11,ACH,PRPAY-2026-007397,2026-09-14,5
7398,7398,2026-09-11,ACH,PRPAY-2026-007398,2026-09-14,5
7399,7399,2026-09-11,Direct Deposit,PRPAY-2026-007399,2026-09-14,5
7400,7400,2026-09-11,ACH,PRPAY-2026-007400,2026-09-14,5
7401,7401,2026-09-11,Direct Deposit,PRPAY-2026-007401,2026-09-14,5
7402,7402,2026-09-11,Direct Deposit,PRPAY-2026-007402,2026-09-14,5
7403,7403,2026-09-11,Direct Deposit,PRPAY-2026-007403,2026-09-14,5
7404,7404,2026-09-11,ACH,PRPAY-2026-007404,2026-09-14,5
7405,7405,2026-09-11,Direct Deposit,PRPAY-2026-007405,2026-09-14,5
7406,7406,2026-09-11,Direct Deposit,PRPAY-2026-007406,2026-09-14,5
7407,7407,2026-09-11,ACH,PRPAY-2026-007407,2026-09-14,5
7408,7408,2026-09-11,Direct Deposit,PRPAY-2026-007408,2026-09-14,5
7409,7409,2026-09-11,ACH,PRPAY-2026-007409,2026-09-14,5
7410,7410,2026-09-11,Direct Deposit,PRPAY-2026-007410,2026-09-14,5
7411,7411,2026-09-11,Direct Deposit,PRPAY-2026-007411,2026-09-14,5
7412,7412,2026-09-11,Direct Deposit,PRPAY-2026-007412,2026-09-14,5
7413,7413,2026-09-11,ACH,PRPAY-2026-007413,2026-09-14,5
7414,7414,2026-09-11,Direct Deposit,PRPAY-2026-007414,2026-09-14,5
7415,7415,2026-09-11,Direct Deposit,PRPAY-2026-007415,2026-09-14,5
7416,7416,2026-09-11,ACH,PRPAY-2026-007416,2026-09-14,5
7417,7417,2026-09-11,ACH,PRPAY-2026-007417,2026-09-14,5
7418,7418,2026-09-11,ACH,PRPAY-2026-007418,2026-09-14,5
7419,7419,2026-09-11,Direct Deposit,PRPAY-2026-007419,2026-09-14,5
7420,7420,2026-09-11,Direct Deposit,PRPAY-2026-007420,2026-09-14,5
7421,7421,2026-09-11,ACH,PRPAY-2026-007421,2026-09-14,5
7422,7422,2026-09-11,ACH,PRPAY-2026-007422,2026-09-14,5
7423,7423,2026-09-11,ACH,PRPAY-2026-007423,2026-09-14,5
7424,7424,2026-09-11,ACH,PRPAY-2026-007424,2026-09-14,5
7425,7425,2026-09-11,ACH,PRPAY-2026-007425,2026-09-14,5
7426,7426,2026-09-11,ACH,PRPAY-2026-007426,2026-09-14,5
7427,7427,2026-09-11,Direct Deposit,PRPAY-2026-007427,2026-09-14,5
7428,7428,2026-09-11,Direct Deposit,PRPAY-2026-007428,2026-09-14,5
7429,7429,2026-09-11,Direct Deposit,PRPAY-2026-007429,2026-09-14,5
7430,7430,2026-09-11,Direct Deposit,PRPAY-2026-007430,2026-09-14,5
7431,7431,2026-09-11,Direct Deposit,PRPAY-2026-007431,2026-09-14,5
