CashReceiptID,ReceiptNumber,ReceiptDate,CustomerID,SalesInvoiceID,Amount,PaymentMethod,ReferenceNumber,DepositDate,RecordedByEmployeeID
5955,CR-2026-005955,2026-06-14,34,,16268.27,Check,AR00005955,2026-06-16,98
5956,CR-2026-005956,2026-06-14,35,15721.0,142.15,Wire Transfer,AR00005956,2026-06-15,98
5957,CR-2026-005957,2026-06-12,36,,4325.25,Wire Transfer,AR00005957,2026-06-14,98
5958,CR-2026-005958,2026-06-07,37,,374.26,Check,AR00005958,2026-06-08,98
5959,CR-2026-005959,2026-06-09,38,,7036.76,Check,AR00005959,2026-06-10,98
5960,CR-2026-005960,2026-06-16,39,16694.0,5448.66,Check,AR00005960,2026-06-17,115
5961,CR-2026-005961,2026-06-10,40,,3924.02,Wire Transfer,AR00005961,2026-06-12,98
5962,CR-2026-005962,2026-06-13,41,,3371.44,Credit Card,AR00005962,2026-06-13,11
5963,CR-2026-005963,2026-06-12,42,,7700.46,Wire Transfer,AR00005963,2026-06-12,11
5964,CR-2026-005964,2026-06-06,43,,3511.63,ACH,AR00005964,2026-06-07,98
5965,CR-2026-005965,2026-06-14,44,,5587.04,Wire Transfer,AR00005965,2026-06-14,115
5966,CR-2026-005966,2026-06-13,45,,2333.18,Credit Card,AR00005966,2026-06-14,98
5967,CR-2026-005967,2026-06-11,46,,2495.34,Credit Card,AR00005967,2026-06-13,98
5968,CR-2026-005968,2026-06-12,48,,3156.99,ACH,AR00005968,2026-06-14,98
5969,CR-2026-005969,2026-06-14,49,,16965.65,Credit Card,AR00005969,2026-06-14,98
5970,CR-2026-005970,2026-06-20,50,,2923.36,Credit Card,AR00005970,2026-06-20,98
5971,CR-2026-005971,2026-06-14,51,,50166.65,Wire Transfer,AR00005971,2026-06-16,98
5972,CR-2026-005972,2026-06-14,52,,4509.26,ACH,AR00005972,2026-06-15,115
5973,CR-2026-005973,2026-06-19,53,,4201.45,Wire Transfer,AR00005973,2026-06-21,115
5974,CR-2026-005974,2026-06-07,54,,12.72,Wire Transfer,AR00005974,2026-06-09,115
5975,CR-2026-005975,2026-06-11,55,,21348.09,Check,AR00005975,2026-06-11,11
5976,CR-2026-005976,2026-06-11,56,,495.08,Credit Card,AR00005976,2026-06-12,11
5977,CR-2026-005977,2026-06-12,57,,5383.43,Check,AR00005977,2026-06-13,11
5978,CR-2026-005978,2026-06-24,58,,993.06,Credit Card,AR00005978,2026-06-25,11
5979,CR-2026-005979,2026-06-14,59,,967.28,Credit Card,AR00005979,2026-06-15,98
5980,CR-2026-005980,2026-06-09,60,,8068.9,Credit Card,AR00005980,2026-06-11,115
5981,CR-2026-005981,2026-06-07,61,,29.75,Check,AR00005981,2026-06-08,98
5982,CR-2026-005982,2026-06-13,62,,5945.9,Credit Card,AR00005982,2026-06-13,11
5983,CR-2026-005983,2026-06-10,63,,2109.55,Wire Transfer,AR00005983,2026-06-10,11
5984,CR-2026-005984,2026-06-03,64,,2169.52,Credit Card,AR00005984,2026-06-03,115
5985,CR-2026-005985,2026-06-18,65,,12046.16,Credit Card,AR00005985,2026-06-19,98
5986,CR-2026-005986,2026-06-09,66,15283.0,207.84,Wire Transfer,AR00005986,2026-06-09,115
5987,CR-2026-005987,2026-06-12,67,,2205.3,Wire Transfer,AR00005987,2026-06-13,115
5988,CR-2026-005988,2026-06-17,68,,28583.7,Wire Transfer,AR00005988,2026-06-19,11
5989,CR-2026-005989,2026-06-04,69,,949.77,ACH,AR00005989,2026-06-06,115
5990,CR-2026-005990,2026-06-10,70,,5002.41,ACH,AR00005990,2026-06-11,98
5991,CR-2026-005991,2026-06-12,71,,23016.35,Wire Transfer,AR00005991,2026-06-12,115
5992,CR-2026-005992,2026-06-11,72,,7875.3,ACH,AR00005992,2026-06-13,98
5993,CR-2026-005993,2026-06-09,73,,4692.64,Check,AR00005993,2026-06-10,115
5994,CR-2026-005994,2026-06-12,74,,9504.89,Credit Card,AR00005994,2026-06-12,98
5995,CR-2026-005995,2026-06-13,75,,1999.2,Check,AR00005995,2026-06-14,115
5996,CR-2026-005996,2026-06-05,76,,0.55,Credit Card,AR00005996,2026-06-05,98
5997,CR-2026-005997,2026-06-07,77,12491.0,0.01,Wire Transfer,AR00005997,2026-06-07,115
5998,CR-2026-005998,2026-06-12,78,,53778.72,Credit Card,AR00005998,2026-06-12,115
5999,CR-2026-005999,2026-06-07,79,,7621.79,Wire Transfer,AR00005999,2026-06-08,98
6000,CR-2026-006000,2026-06-10,80,,12192.07,Check,AR00006000,2026-06-10,115
6001,CR-2026-006001,2026-06-23,81,,4080.03,Wire Transfer,AR00006001,2026-06-24,98
6002,CR-2026-006002,2026-06-11,82,,5377.56,ACH,AR00006002,2026-06-11,11
6003,CR-2026-006003,2026-06-14,83,,10324.88,Wire Transfer,AR00006003,2026-06-16,115
6004,CR-2026-006004,2026-06-10,84,,12374.62,Check,AR00006004,2026-06-12,115
6005,CR-2026-006005,2026-06-10,85,,2149.13,Check,AR00006005,2026-06-10,11
6006,CR-2026-006006,2026-06-11,86,,12340.06,Wire Transfer,AR00006006,2026-06-12,98
6007,CR-2026-006007,2026-06-18,87,,58977.37,Wire Transfer,AR00006007,2026-06-19,115
6008,CR-2026-006008,2026-06-07,88,,36.36,Check,AR00006008,2026-06-07,11
6009,CR-2026-006009,2026-06-19,89,,2868.39,Credit Card,AR00006009,2026-06-21,98
6010,CR-2026-006010,2026-06-12,90,,20905.93,ACH,AR00006010,2026-06-12,98
6011,CR-2026-006011,2026-06-16,91,,2571.9,Check,AR00006011,2026-06-18,11
6012,CR-2026-006012,2026-06-14,92,,3076.25,Check,AR00006012,2026-06-16,98
6013,CR-2026-006013,2026-06-04,93,,844.79,ACH,AR00006013,2026-06-06,115
6014,CR-2026-006014,2026-06-23,95,,11343.51,ACH,AR00006014,2026-06-24,115
6015,CR-2026-006015,2026-06-10,96,,38420.13,Check,AR00006015,2026-06-10,115
6016,CR-2026-006016,2026-06-12,97,,1508.53,Check,AR00006016,2026-06-14,98
6017,CR-2026-006017,2026-06-12,98,,46214.52,Check,AR00006017,2026-06-14,11
6018,CR-2026-006018,2026-06-12,99,,7046.5,Wire Transfer,AR00006018,2026-06-13,115
6019,CR-2026-006019,2026-06-12,100,15318.0,2414.85,Check,AR00006019,2026-06-14,115
6020,CR-2026-006020,2026-06-18,101,,12294.24,ACH,AR00006020,2026-06-18,98
6021,CR-2026-006021,2026-06-17,102,,9829.03,Check,AR00006021,2026-06-18,115
6022,CR-2026-006022,2026-06-24,103,,330.67,Credit Card,AR00006022,2026-06-25,98
6023,CR-2026-006023,2026-06-10,104,,1212.16,Check,AR00006023,2026-06-10,11
6024,CR-2026-006024,2026-06-10,105,,35912.86,Credit Card,AR00006024,2026-06-12,115
6025,CR-2026-006025,2026-06-13,106,,52293.28,ACH,AR00006025,2026-06-13,98
6026,CR-2026-006026,2026-06-12,107,,5262.14,Wire Transfer,AR00006026,2026-06-13,98
6027,CR-2026-006027,2026-06-11,108,,5593.95,Wire Transfer,AR00006027,2026-06-13,98
6028,CR-2026-006028,2026-06-13,109,,5457.61,Credit Card,AR00006028,2026-06-14,115
6029,CR-2026-006029,2026-06-11,110,,22956.6,Check,AR00006029,2026-06-11,115
6030,CR-2026-006030,2026-06-06,112,,805.73,Wire Transfer,AR00006030,2026-06-08,98
6031,CR-2026-006031,2026-06-18,113,,18536.76,ACH,AR00006031,2026-06-18,115
6032,CR-2026-006032,2026-06-16,114,,6065.07,Credit Card,AR00006032,2026-06-16,11
6033,CR-2026-006033,2026-06-10,115,,2028.32,ACH,AR00006033,2026-06-12,98
6034,CR-2026-006034,2026-06-12,116,,6259.66,Check,AR00006034,2026-06-12,11
6035,CR-2026-006035,2026-06-06,117,,494.73,ACH,AR00006035,2026-06-07,115
6036,CR-2026-006036,2026-06-11,118,,13014.15,ACH,AR00006036,2026-06-13,11
6037,CR-2026-006037,2026-06-12,119,,4908.11,Check,AR00006037,2026-06-12,98
6038,CR-2026-006038,2026-06-13,120,,3662.2,Credit Card,AR00006038,2026-06-13,98
6039,CR-2026-006039,2026-06-10,121,,6051.87,Credit Card,AR00006039,2026-06-11,11
6040,CR-2026-006040,2026-06-13,122,16110.0,207.18,Wire Transfer,AR00006040,2026-06-13,11
6041,CR-2026-006041,2026-06-18,123,,4849.98,Wire Transfer,AR00006041,2026-06-19,98
6042,CR-2026-006042,2026-06-13,124,,5749.89,Credit Card,AR00006042,2026-06-14,98
6043,CR-2026-006043,2026-06-11,125,,14674.77,Credit Card,AR00006043,2026-06-11,115
6044,CR-2026-006044,2026-06-11,126,,4307.93,Check,AR00006044,2026-06-11,98
6045,CR-2026-006045,2026-06-11,127,,1603.01,Credit Card,AR00006045,2026-06-12,11
6046,CR-2026-006046,2026-06-19,128,,24095.32,ACH,AR00006046,2026-06-19,98
6047,CR-2026-006047,2026-06-12,129,,29878.62,Wire Transfer,AR00006047,2026-06-13,98
6048,CR-2026-006048,2026-06-22,129,,34534.94,Credit Card,AR00006048,2026-06-24,115
6049,CR-2026-006049,2026-06-11,130,,6871.9,Credit Card,AR00006049,2026-06-11,115
6050,CR-2026-006050,2026-06-10,131,,5380.12,Credit Card,AR00006050,2026-06-11,98
6051,CR-2026-006051,2026-06-13,132,,3547.37,Credit Card,AR00006051,2026-06-14,11
6052,CR-2026-006052,2026-06-24,133,,11834.99,ACH,AR00006052,2026-06-24,11
6053,CR-2026-006053,2026-06-10,134,,2273.97,Check,AR00006053,2026-06-11,11
6054,CR-2026-006054,2026-06-14,135,,17569.92,Wire Transfer,AR00006054,2026-06-15,98
6055,CR-2026-006055,2026-06-10,136,,88473.33,ACH,AR00006055,2026-06-10,11
6056,CR-2026-006056,2026-06-20,136,,8103.92,Credit Card,AR00006056,2026-06-20,115
6057,CR-2026-006057,2026-06-12,137,,22802.58,Wire Transfer,AR00006057,2026-06-14,98
6058,CR-2026-006058,2026-06-09,138,,34988.04,ACH,AR00006058,2026-06-10,11
6059,CR-2026-006059,2026-06-12,139,,5998.75,Credit Card,AR00006059,2026-06-13,98
6060,CR-2026-006060,2026-06-10,140,,7998.13,Credit Card,AR00006060,2026-06-10,98
6061,CR-2026-006061,2026-06-10,141,,55222.53,Credit Card,AR00006061,2026-06-10,11
6062,CR-2026-006062,2026-06-11,142,,1277.04,ACH,AR00006062,2026-06-12,98
6063,CR-2026-006063,2026-06-04,143,,157.67,Check,AR00006063,2026-06-06,115
6064,CR-2026-006064,2026-06-20,144,,12530.55,Check,AR00006064,2026-06-20,98
6065,CR-2026-006065,2026-06-19,145,,5281.87,Wire Transfer,AR00006065,2026-06-21,115
6066,CR-2026-006066,2026-06-10,146,,15323.03,Credit Card,AR00006066,2026-06-10,11
6067,CR-2026-006067,2026-06-14,147,,2480.17,Check,AR00006067,2026-06-16,11
6068,CR-2026-006068,2026-06-06,148,,768.13,Check,AR00006068,2026-06-06,115
6069,CR-2026-006069,2026-06-16,149,,8728.92,Credit Card,AR00006069,2026-06-18,115
6070,CR-2026-006070,2026-06-14,150,,562.7,Wire Transfer,AR00006070,2026-06-16,11
6071,CR-2026-006071,2026-06-13,151,,5236.61,Wire Transfer,AR00006071,2026-06-14,98
6072,CR-2026-006072,2026-06-13,152,,36958.0,Check,AR00006072,2026-06-14,98
6073,CR-2026-006073,2026-06-13,153,,4456.83,ACH,AR00006073,2026-06-15,115
6074,CR-2026-006074,2026-06-16,154,,5467.21,Wire Transfer,AR00006074,2026-06-18,98
6075,CR-2026-006075,2026-06-16,155,,7250.9,Credit Card,AR00006075,2026-06-18,98
6076,CR-2026-006076,2026-06-10,156,,24610.69,ACH,AR00006076,2026-06-12,98
6077,CR-2026-006077,2026-06-06,157,,168.2,Credit Card,AR00006077,2026-06-06,98
6078,CR-2026-006078,2026-06-11,158,,15724.15,Credit Card,AR00006078,2026-06-11,98
6079,CR-2026-006079,2026-06-14,159,,20773.3,Credit Card,AR00006079,2026-06-15,115
6080,CR-2026-006080,2026-06-11,161,,39622.04,Wire Transfer,AR00006080,2026-06-12,98
6081,CR-2026-006081,2026-06-14,162,,10451.88,Wire Transfer,AR00006081,2026-06-14,11
6082,CR-2026-006082,2026-06-06,163,14532.0,0.61,Check,AR00006082,2026-06-07,98
6083,CR-2026-006083,2026-06-11,164,15713.0,328.11,Wire Transfer,AR00006083,2026-06-13,115
6084,CR-2026-006084,2026-06-06,165,,0.67,ACH,AR00006084,2026-06-08,115
6085,CR-2026-006085,2026-06-18,166,,13616.56,Credit Card,AR00006085,2026-06-18,98
6086,CR-2026-006086,2026-06-10,167,,3200.84,Wire Transfer,AR00006086,2026-06-12,98
6087,CR-2026-006087,2026-06-17,168,,4935.64,Credit Card,AR00006087,2026-06-19,115
6088,CR-2026-006088,2026-06-10,169,,43395.79,Check,AR00006088,2026-06-12,98
6089,CR-2026-006089,2026-06-05,170,,0.06,Wire Transfer,AR00006089,2026-06-05,98
6090,CR-2026-006090,2026-06-11,171,,2442.57,ACH,AR00006090,2026-06-13,11
6091,CR-2026-006091,2026-06-13,172,,16577.84,Check,AR00006091,2026-06-14,11
6092,CR-2026-006092,2026-06-12,173,,55808.94,Credit Card,AR00006092,2026-06-13,11
6093,CR-2026-006093,2026-06-12,174,,13853.74,Wire Transfer,AR00006093,2026-06-13,115
6094,CR-2026-006094,2026-06-10,175,,2296.97,Check,AR00006094,2026-06-11,98
6095,CR-2026-006095,2026-06-19,176,,21494.2,Wire Transfer,AR00006095,2026-06-21,11
6096,CR-2026-006096,2026-06-10,177,,24360.39,Check,AR00006096,2026-06-11,11
6097,CR-2026-006097,2026-06-12,178,16162.0,1557.25,Check,AR00006097,2026-06-12,98
6098,CR-2026-006098,2026-06-12,179,,23614.94,Wire Transfer,AR00006098,2026-06-14,11
6099,CR-2026-006099,2026-06-10,180,,15726.56,Credit Card,AR00006099,2026-06-12,11
6100,CR-2026-006100,2026-06-11,181,,12167.1,Credit Card,AR00006100,2026-06-13,115
6101,CR-2026-006101,2026-06-17,182,,14616.66,Credit Card,AR00006101,2026-06-18,98
6102,CR-2026-006102,2026-06-13,183,,12460.82,ACH,AR00006102,2026-06-13,11
6103,CR-2026-006103,2026-06-10,184,,10714.76,Wire Transfer,AR00006103,2026-06-12,11
6104,CR-2026-006104,2026-06-14,185,,20520.26,ACH,AR00006104,2026-06-15,11
6105,CR-2026-006105,2026-06-10,186,,15784.92,Credit Card,AR00006105,2026-06-10,115
6106,CR-2026-006106,2026-06-10,187,,15504.45,Wire Transfer,AR00006106,2026-06-12,115
6107,CR-2026-006107,2026-06-14,188,,17760.49,Wire Transfer,AR00006107,2026-06-14,11
6108,CR-2026-006108,2026-06-20,189,,39161.11,Check,AR00006108,2026-06-22,115
6109,CR-2026-006109,2026-06-11,190,,9678.02,Check,AR00006109,2026-06-12,98
6110,CR-2026-006110,2026-06-12,191,,20391.53,Check,AR00006110,2026-06-14,11
6111,CR-2026-006111,2026-06-13,192,,26988.78,ACH,AR00006111,2026-06-13,11
6112,CR-2026-006112,2026-06-14,193,,14537.2,ACH,AR00006112,2026-06-16,115
6113,CR-2026-006113,2026-06-13,194,,9284.47,Wire Transfer,AR00006113,2026-06-14,115
6114,CR-2026-006114,2026-06-10,195,,3234.65,Wire Transfer,AR00006114,2026-06-11,11
6115,CR-2026-006115,2026-06-07,196,,4215.85,Credit Card,AR00006115,2026-06-09,98
6116,CR-2026-006116,2026-06-07,197,,9.87,ACH,AR00006116,2026-06-07,98
6117,CR-2026-006117,2026-06-11,198,,22322.35,ACH,AR00006117,2026-06-11,115
6118,CR-2026-006118,2026-06-19,199,,29606.14,Check,AR00006118,2026-06-20,98
6119,CR-2026-006119,2026-06-10,200,,33417.5,ACH,AR00006119,2026-06-10,115
6120,CR-2026-006120,2026-06-19,201,,5248.12,ACH,AR00006120,2026-06-21,11
6121,CR-2026-006121,2026-06-14,202,,37781.44,Check,AR00006121,2026-06-14,11
6122,CR-2026-006122,2026-06-14,203,,12762.33,Credit Card,AR00006122,2026-06-15,11
6123,CR-2026-006123,2026-06-17,204,,16132.65,Wire Transfer,AR00006123,2026-06-17,98
6124,CR-2026-006124,2026-06-13,205,,27640.36,Wire Transfer,AR00006124,2026-06-14,11
6125,CR-2026-006125,2026-06-19,206,,5288.48,Wire Transfer,AR00006125,2026-06-19,98
6126,CR-2026-006126,2026-06-03,207,,0.54,ACH,AR00006126,2026-06-03,115
6127,CR-2026-006127,2026-06-14,208,,41933.87,Credit Card,AR00006127,2026-06-14,98
6128,CR-2026-006128,2026-06-16,209,,37375.58,ACH,AR00006128,2026-06-17,115
6129,CR-2026-006129,2026-06-20,210,,1062.03,Credit Card,AR00006129,2026-06-21,98
6130,CR-2026-006130,2026-06-12,211,,18969.36,Credit Card,AR00006130,2026-06-12,98
6131,CR-2026-006131,2026-07-27,202,,2300.78,Wire Transfer,DEP00006131,2026-07-27,98
6132,CR-2026-006132,2026-07-19,185,16443.0,2975.81,Credit Card,DEP00006132,2026-07-19,98
6133,CR-2026-006133,2026-07-08,177,,1828.63,Check,DEP00006133,2026-07-08,98
6134,CR-2026-006134,2026-07-09,31,,3474.1,Credit Card,DEP00006134,2026-07-09,115
6135,CR-2026-006135,2026-07-11,1,,9228.57,Credit Card,AR00006135,2026-07-12,11
6136,CR-2026-006136,2026-07-04,2,,1.15,ACH,AR00006136,2026-07-05,11
6137,CR-2026-006137,2026-07-10,3,,3150.8,Wire Transfer,AR00006137,2026-07-12,98
6138,CR-2026-006138,2026-07-08,4,,12704.56,Check,AR00006138,2026-07-08,11
6139,CR-2026-006139,2026-07-05,5,,15.21,Wire Transfer,AR00006139,2026-07-05,115
6140,CR-2026-006140,2026-07-08,6,,14795.76,ACH,AR00006140,2026-07-10,11
6141,CR-2026-006141,2026-07-14,7,,12474.84,Credit Card,AR00006141,2026-07-14,115
6142,CR-2026-006142,2026-07-17,8,,4693.84,Credit Card,AR00006142,2026-07-19,11
6143,CR-2026-006143,2026-07-16,9,,35134.07,Credit Card,AR00006143,2026-07-16,98
6144,CR-2026-006144,2026-07-09,10,,1752.42,ACH,AR00006144,2026-07-10,98
6145,CR-2026-006145,2026-07-20,11,,370.99,Credit Card,AR00006145,2026-07-22,115
6146,CR-2026-006146,2026-07-14,12,,9650.48,Credit Card,AR00006146,2026-07-14,98
6147,CR-2026-006147,2026-07-14,13,,3185.89,Check,AR00006147,2026-07-14,98
6148,CR-2026-006148,2026-07-21,14,,122.71,Check,AR00006148,2026-07-21,98
6149,CR-2026-006149,2026-07-14,15,,23193.63,Credit Card,AR00006149,2026-07-14,115
6150,CR-2026-006150,2026-07-10,16,,9063.51,Check,AR00006150,2026-07-12,115
6151,CR-2026-006151,2026-07-10,17,,15793.8,Check,AR00006151,2026-07-10,98
6152,CR-2026-006152,2026-07-07,18,,1699.49,Check,AR00006152,2026-07-07,98
6153,CR-2026-006153,2026-07-18,19,,31257.95,Wire Transfer,AR00006153,2026-07-18,115
6154,CR-2026-006154,2026-07-17,20,,4166.96,Credit Card,AR00006154,2026-07-19,11
6155,CR-2026-006155,2026-07-22,20,,65704.63,Check,AR00006155,2026-07-23,115
6156,CR-2026-006156,2026-07-08,21,,6744.59,ACH,AR00006156,2026-07-09,98
6157,CR-2026-006157,2026-07-16,22,,8007.38,Credit Card,AR00006157,2026-07-16,11
6158,CR-2026-006158,2026-07-13,23,,9910.01,Check,AR00006158,2026-07-15,115
6159,CR-2026-006159,2026-07-11,24,,12604.51,Check,AR00006159,2026-07-11,115
6160,CR-2026-006160,2026-07-11,25,,700.05,ACH,AR00006160,2026-07-12,115
6161,CR-2026-006161,2026-07-11,26,,12436.74,Wire Transfer,AR00006161,2026-07-12,115
6162,CR-2026-006162,2026-07-11,27,,3636.34,Credit Card,AR00006162,2026-07-13,11
6163,CR-2026-006163,2026-07-13,28,,273.86,Check,AR00006163,2026-07-15,11
6164,CR-2026-006164,2026-07-11,29,,6536.97,Check,AR00006164,2026-07-12,115
6165,CR-2026-006165,2026-07-11,30,,2176.68,Credit Card,AR00006165,2026-07-12,98
6166,CR-2026-006166,2026-07-24,31,,505.29,Check,AR00006166,2026-07-25,115
6167,CR-2026-006167,2026-07-10,32,,22533.6,Credit Card,AR00006167,2026-07-10,11
6168,CR-2026-006168,2026-07-11,33,,9351.5,Wire Transfer,AR00006168,2026-07-12,98
6169,CR-2026-006169,2026-07-10,34,,8986.11,Wire Transfer,AR00006169,2026-07-11,11
6170,CR-2026-006170,2026-07-07,35,,11.69,ACH,AR00006170,2026-07-08,11
6171,CR-2026-006171,2026-07-12,36,,8830.1,Check,AR00006171,2026-07-13,98
6172,CR-2026-006172,2026-07-22,37,17248.0,1582.61,Check,AR00006172,2026-07-24,11
6173,CR-2026-006173,2026-07-18,38,,11095.24,Credit Card,AR00006173,2026-07-19,11
6174,CR-2026-006174,2026-07-13,39,,7515.49,ACH,AR00006174,2026-07-13,98
6175,CR-2026-006175,2026-07-20,40,,6616.76,ACH,AR00006175,2026-07-20,11
6176,CR-2026-006176,2026-07-18,41,,12161.76,Check,AR00006176,2026-07-18,115
6177,CR-2026-006177,2026-07-14,42,,2194.48,ACH,AR00006177,2026-07-16,115
6178,CR-2026-006178,2026-07-19,43,,14830.21,Wire Transfer,AR00006178,2026-07-19,115
6179,CR-2026-006179,2026-07-16,44,,29774.02,ACH,AR00006179,2026-07-18,11
6180,CR-2026-006180,2026-07-16,45,,7977.19,Check,AR00006180,2026-07-18,115
6181,CR-2026-006181,2026-07-14,46,,509.93,ACH,AR00006181,2026-07-14,11
6182,CR-2026-006182,2026-07-22,47,,1025.19,Wire Transfer,AR00006182,2026-07-22,11
6183,CR-2026-006183,2026-07-16,48,,7392.97,Wire Transfer,AR00006183,2026-07-17,115
6184,CR-2026-006184,2026-07-10,49,,6212.91,ACH,AR00006184,2026-07-10,98
6185,CR-2026-006185,2026-07-11,50,,994.91,Check,AR00006185,2026-07-11,11
6186,CR-2026-006186,2026-07-18,51,,14483.84,Credit Card,AR00006186,2026-07-20,115
6187,CR-2026-006187,2026-07-26,51,,63869.8,Check,AR00006187,2026-07-26,11
6188,CR-2026-006188,2026-07-19,52,,6255.65,ACH,AR00006188,2026-07-19,98
6189,CR-2026-006189,2026-07-16,53,,9647.05,Wire Transfer,AR00006189,2026-07-18,98
6190,CR-2026-006190,2026-07-06,54,,0.06,Credit Card,AR00006190,2026-07-06,11
6191,CR-2026-006191,2026-07-10,55,,10446.14,Credit Card,AR00006191,2026-07-11,98
6192,CR-2026-006192,2026-07-10,56,,33.8,Credit Card,AR00006192,2026-07-12,11
6193,CR-2026-006193,2026-07-13,57,16086.0,1889.83,Check,AR00006193,2026-07-13,11
6194,CR-2026-006194,2026-07-16,58,,5649.74,Credit Card,AR00006194,2026-07-16,11
6195,CR-2026-006195,2026-07-13,59,,233.07,Credit Card,AR00006195,2026-07-15,115
6196,CR-2026-006196,2026-07-19,60,,38376.44,Check,AR00006196,2026-07-20,98
6197,CR-2026-006197,2026-07-06,61,,462.66,ACH,AR00006197,2026-07-06,11
6198,CR-2026-006198,2026-07-11,62,,1742.8,Wire Transfer,AR00006198,2026-07-11,11
6199,CR-2026-006199,2026-07-18,63,,9220.79,ACH,AR00006199,2026-07-18,98
6200,CR-2026-006200,2026-07-19,64,,6154.94,ACH,AR00006200,2026-07-19,11
6201,CR-2026-006201,2026-07-14,65,,16299.27,Credit Card,AR00006201,2026-07-16,11
6202,CR-2026-006202,2026-07-07,66,15283.0,1.33,Check,AR00006202,2026-07-09,11
6203,CR-2026-006203,2026-07-16,67,,3267.7,Check,AR00006203,2026-07-18,11
6204,CR-2026-006204,2026-07-13,68,,42099.39,Check,AR00006204,2026-07-14,11
6205,CR-2026-006205,2026-07-17,69,,3689.86,Credit Card,AR00006205,2026-07-17,98
6206,CR-2026-006206,2026-07-10,70,,864.35,Wire Transfer,AR00006206,2026-07-10,98
6207,CR-2026-006207,2026-07-10,71,,16212.39,Wire Transfer,AR00006207,2026-07-10,11
6208,CR-2026-006208,2026-07-17,72,,29984.79,ACH,AR00006208,2026-07-17,98
6209,CR-2026-006209,2026-07-05,73,,1805.57,Credit Card,AR00006209,2026-07-06,98
6210,CR-2026-006210,2026-07-20,74,,17135.47,Credit Card,AR00006210,2026-07-22,98
6211,CR-2026-006211,2026-07-07,75,,2376.74,Wire Transfer,AR00006211,2026-07-09,98
6212,CR-2026-006212,2026-07-12,78,,47523.41,ACH,AR00006212,2026-07-14,115
6213,CR-2026-006213,2026-07-13,79,16000.0,2821.58,Check,AR00006213,2026-07-13,98
6214,CR-2026-006214,2026-07-17,80,,17477.25,Credit Card,AR00006214,2026-07-19,98
6215,CR-2026-006215,2026-07-20,81,,19957.99,Wire Transfer,AR00006215,2026-07-22,98
6216,CR-2026-006216,2026-07-07,82,,5980.66,ACH,AR00006216,2026-07-08,98
6217,CR-2026-006217,2026-07-13,83,,10055.23,Credit Card,AR00006217,2026-07-14,115
6218,CR-2026-006218,2026-07-11,84,,9435.2,Credit Card,AR00006218,2026-07-11,11
6219,CR-2026-006219,2026-07-09,85,,421.93,Credit Card,AR00006219,2026-07-10,98
6220,CR-2026-006220,2026-07-11,86,,4684.78,Check,AR00006220,2026-07-11,115
6221,CR-2026-006221,2026-07-11,87,,33549.06,Check,AR00006221,2026-07-12,98
6222,CR-2026-006222,2026-07-22,87,,51407.3,ACH,AR00006222,2026-07-23,115
6223,CR-2026-006223,2026-07-07,88,,887.73,ACH,AR00006223,2026-07-08,98
6224,CR-2026-006224,2026-07-16,89,,5010.57,Wire Transfer,AR00006224,2026-07-18,11
6225,CR-2026-006225,2026-07-10,90,,8599.83,ACH,AR00006225,2026-07-10,98
6226,CR-2026-006226,2026-07-10,91,,2105.26,Credit Card,AR00006226,2026-07-11,11
6227,CR-2026-006227,2026-07-10,92,,1128.09,Check,AR00006227,2026-07-12,11
6228,CR-2026-006228,2026-07-19,93,,4307.79,Wire Transfer,AR00006228,2026-07-20,11
6229,CR-2026-006229,2026-07-21,94,,879.95,Credit Card,AR00006229,2026-07-23,115
6230,CR-2026-006230,2026-07-17,95,,49336.52,Wire Transfer,AR00006230,2026-07-19,98
6231,CR-2026-006231,2026-07-12,96,,36955.91,Wire Transfer,AR00006231,2026-07-13,11
6232,CR-2026-006232,2026-07-17,97,,3439.16,ACH,AR00006232,2026-07-19,115
6233,CR-2026-006233,2026-07-12,98,,36208.24,Wire Transfer,AR00006233,2026-07-13,98
6234,CR-2026-006234,2026-07-10,99,,5389.79,ACH,AR00006234,2026-07-11,115
6235,CR-2026-006235,2026-07-07,100,,2824.59,Credit Card,AR00006235,2026-07-07,11
6236,CR-2026-006236,2026-07-18,101,,14090.9,Wire Transfer,AR00006236,2026-07-18,115
6237,CR-2026-006237,2026-07-12,102,,7943.88,Credit Card,AR00006237,2026-07-14,11
6238,CR-2026-006238,2026-07-19,103,,835.2,Wire Transfer,AR00006238,2026-07-21,98
6239,CR-2026-006239,2026-07-09,104,,6545.09,ACH,AR00006239,2026-07-11,115
6240,CR-2026-006240,2026-07-12,105,,18730.64,Check,AR00006240,2026-07-12,98
6241,CR-2026-006241,2026-07-12,106,,23103.75,Credit Card,AR00006241,2026-07-14,115
6242,CR-2026-006242,2026-07-10,107,,3387.6,Wire Transfer,AR00006242,2026-07-12,115
6243,CR-2026-006243,2026-07-14,108,,8477.24,ACH,AR00006243,2026-07-16,11
6244,CR-2026-006244,2026-07-06,109,,8611.33,Credit Card,AR00006244,2026-07-08,98
6245,CR-2026-006245,2026-07-19,110,,14338.56,Credit Card,AR00006245,2026-07-20,11
6246,CR-2026-006246,2026-07-22,110,,50045.37,ACH,AR00006246,2026-07-22,11
6247,CR-2026-006247,2026-07-20,112,,2170.98,Check,AR00006247,2026-07-22,11
